contract_id,apply_dts,apply_amount,apply_month,login_origin,mobile_company,net_age,reapply_cnt,is_night_apply,is_workday_apply,is_worktime_apply,tg_location1,cid_prov_lvl,address_length,bank_prov_lvl,mobile_segment,age,gender,regaud_diffdays,login_diffdays,mobile_prov_lvl,job_type,mobile_cardmobile,addrcity_mobilecity,addrcity_compcity,mobilecity_compcity,cidcity_bankcity,rela1_lvl,rela2_lvl,rela3_lvl,addrcity_bankcity,target,tg_location,mobile_segment_2num
35555,314.0,3000.0,3,1,1,,2,0,0,0,anxinj,,30,5.0,186,31,1,2862174.0,93,5.0,1,1,0,0,1,0,3.0,1.0,1.0,0,0,3.0,18
35497,23664.0,5000.0,3,1,2,,1,0,0,1,xianshangdaikuan,3.0,37,1.0,159,33,1,24031.0,70,1.0,1,1,1,1,1,0,3.0,1.0,2.0,0,0,3.0,15
1634,42.0,5000.0,6,1,1,,1,0,1,0,wtnsu,2.0,23,2.0,130,25,1,2601724.0,69,2.0,3,1,1,1,1,0,1.0,1.0,1.0,1,1,4.0,13
35359,226.0,1000.0,1,1,2,51.0,2,0,0,1,sdzj,,56,2.0,159,26,1,2749413.0,99,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,6.0,15
17200,792.0,1000.0,1,2,2,9.0,1,0,1,1,,3.0,27,3.0,187,31,1,798.0,85,3.0,1,1,1,1,1,0,1.0,1.0,1.0,0,1,,18
4882,393.0,2000.0,6,1,2,,2,0,0,1,laijieqian,2.0,50,2.0,152,28,0,393.0,74,2.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,3.0,15
6972,9830.0,3000.0,6,1,2,,2,0,1,0,sdzj,1.0,45,1.0,135,25,1,9830.0,73,1.0,1,1,1,1,1,0,1.0,1.0,2.0,1,0,6.0,13
34241,148.0,5000.0,6,1,2,,1,0,1,1,wtnsu,2.0,19,2.0,139,27,1,7021496.0,70,2.0,1,0,1,1,1,0,1.0,1.0,2.0,1,1,4.0,13
1197,766.0,5000.0,3,1,2,,3,0,1,0,wtnsu,3.0,27,3.0,138,31,1,767.0,71,3.0,1,1,1,1,1,1,1.0,1.0,3.0,1,0,4.0,13
3586,446.0,1000.0,1,1,2,,1,0,1,0,tdk,3.0,19,3.0,150,35,1,446.0,109,3.0,2,1,1,1,1,1,1.0,1.0,2.0,1,1,1.0,15
4596,1275.0,3000.0,3,1,1,,2,0,1,1,sdzj,5.0,19,5.0,186,33,1,1275.0,76,5.0,3,1,1,1,1,0,3.0,1.0,1.0,1,0,6.0,18
8100,528.0,2000.0,1,1,2,,2,1,1,0,sdzj,3.0,38,2.0,150,25,1,528.0,101,2.0,1,1,1,1,1,0,2.0,1.0,1.0,1,0,6.0,15
1555,266.0,3000.0,3,1,1,,1,0,0,1,wtnsu,4.0,38,4.0,156,23,0,266.0,96,4.0,1,1,0,1,0,0,2.0,1.0,1.0,0,0,4.0,15
11722,20841.0,4000.0,3,2,2,10.0,1,1,1,0,,3.0,41,2.0,151,21,1,20858.0,83,2.0,2,1,1,1,1,0,1.0,1.0,2.0,0,1,,15
35003,85.0,3000.0,1,1,2,98.0,2,0,0,1,51gjj,,57,3.0,139,36,0,2526960.0,72,3.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,2.0,13
11817,996.0,5000.0,6,1,2,,1,0,1,1,sdzj,3.0,32,1.0,137,29,1,996.0,96,1.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,6.0,13
5638,1478.0,3000.0,1,1,3,,2,0,1,1,sdzj,4.0,32,4.0,181,33,1,1478.0,80,4.0,2,1,1,1,1,1,2.0,1.0,2.0,1,0,6.0,18
24558,142156.0,3000.0,3,1,2,21.0,1,1,1,0,xjbka,2.0,32,2.0,187,23,1,142156.0,77,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,4.0,18
31932,367.0,3000.0,3,1,2,,1,0,1,0,rongyitui,4.0,47,4.0,159,21,1,367.0,72,4.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,15
21190,1004.0,1000.0,1,3,2,,1,0,1,1,yingyongbao,2.0,48,2.0,187,27,1,1049.0,80,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,4.0,18
8479,372145.0,5000.0,3,1,2,,1,0,1,0,wtnsu,3.0,46,3.0,138,34,0,4476167.0,73,3.0,1,1,1,1,1,1,2.0,1.0,3.0,1,0,4.0,13
9495,485.0,5000.0,6,1,1,,2,0,1,1,laijieqian,3.0,26,3.0,186,35,1,485.0,99,3.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,3.0,18
21941,636.0,5000.0,6,1,2,56.0,1,0,1,0,sdzj,5.0,47,5.0,150,39,1,636.0,78,5.0,4,1,1,0,0,1,3.0,1.0,1.0,1,0,6.0,15
24270,837.0,1000.0,3,1,2,,1,0,1,0,jieba,5.0,12,5.0,183,22,1,837.0,79,5.0,2,1,0,1,0,0,2.0,1.0,1.0,0,0,3.0,18
28313,290.0,2000.0,2,1,1,95.0,2,0,1,0,tdk,5.0,48,3.0,155,34,1,2930080.0,74,3.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,1.0,15
2631,322.0,5000.0,6,1,2,,1,0,1,1,xygj,5.0,25,5.0,158,22,1,322.0,94,5.0,1,1,1,1,1,1,2.0,1.0,2.0,1,0,5.0,15
9741,219715.0,1000.0,1,2,2,,2,1,1,0,,2.0,35,2.0,138,32,1,219718.0,103,2.0,3,1,1,1,1,0,1.0,1.0,2.0,0,0,,13
8831,599.0,5000.0,6,1,2,,1,0,1,1,xygj,2.0,36,1.0,136,32,1,599.0,65,1.0,1,1,0,1,0,0,1.0,1.0,1.0,1,0,5.0,13
17218,361.0,5000.0,6,1,2,31.0,1,0,1,1,51gjj,2.0,36,2.0,136,29,1,361.0,85,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,2.0,13
4778,612.0,5000.0,3,2,2,,2,0,0,1,,4.0,18,4.0,138,37,1,623.0,75,4.0,1,1,1,1,1,0,2.0,1.0,2.0,0,0,,13
32422,1586.0,2000.0,3,1,2,,2,0,1,1,wtnsu,,61,1.0,137,22,1,2655641.0,71,1.0,2,1,1,1,1,0,1.0,1.0,1.0,1,0,4.0,13
27811,642.0,5000.0,1,1,2,,1,0,1,1,nalijie,2.0,27,2.0,138,35,1,642.0,64,2.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,2.0,13
18224,874.0,3000.0,6,1,2,,1,0,1,1,sdzj,3.0,13,3.0,159,35,0,874.0,69,3.0,1,1,1,1,1,0,3.0,1.0,1.0,0,0,6.0,15
37787,236.0,1000.0,1,1,2,17.0,2,0,1,1,sdzj,,24,2.0,135,37,1,2604449.0,96,2.0,2,1,1,1,1,0,3.0,1.0,1.0,1,0,6.0,13
33949,22091.0,1000.0,1,1,2,,2,0,0,1,sdzj,,18,2.0,134,28,1,2756000.0,101,2.0,1,1,0,1,0,0,3.0,1.0,1.0,0,0,6.0,13
11885,794.0,2000.0,3,1,2,126.0,1,0,1,1,dwcm,4.0,38,4.0,139,39,0,794.0,94,4.0,2,1,0,1,0,0,4.0,1.0,1.0,0,0,3.0,13
1678,149.0,5000.0,3,1,2,,1,0,1,1,,4.0,34,3.0,135,29,1,988.0,122,3.0,1,1,1,1,1,0,2.0,1.0,1.0,1,0,,13
23397,430.0,5000.0,3,3,2,51.0,1,1,1,0,vivo,2.0,32,2.0,182,27,1,435.0,79,2.0,1,1,1,1,1,1,3.0,1.0,2.0,1,0,3.0,18
35300,323.0,5000.0,3,1,2,51.0,2,0,0,1,dwcm,,38,5.0,136,32,1,2962770.0,69,5.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,3.0,13
994,606.0,5000.0,6,1,2,,1,0,1,1,wtnsu,2.0,45,2.0,137,54,0,606.0,124,2.0,4,1,1,0,0,1,3.0,1.0,1.0,1,0,4.0,13
16080,592.0,5000.0,6,1,2,,1,0,1,1,dwcm,2.0,40,2.0,136,28,1,592.0,73,2.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,3.0,13
26151,335.0,1000.0,1,1,3,,1,0,0,1,xianshangdaikuan,3.0,32,3.0,180,24,1,435.0,77,3.0,1,1,1,1,1,0,2.0,1.0,2.0,0,0,3.0,18
33161,26451.0,3000.0,3,1,2,,1,0,1,1,jieqianyong,5.0,60,2.0,182,24,1,26641.0,71,3.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,1.0,18
3522,564.0,1000.0,1,1,2,,1,1,1,0,ryt,3.0,20,3.0,158,37,1,564.0,64,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,15
14825,607.0,5000.0,3,1,2,51.0,1,0,1,0,jieba,2.0,17,2.0,135,25,1,607.0,89,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,3.0,13
28741,789.0,3000.0,1,1,2,165.0,1,1,1,0,xjbka,1.0,35,1.0,136,33,1,789.0,74,1.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,4.0,13
1639,753.0,2000.0,6,1,2,,1,0,1,0,xygj,4.0,44,4.0,159,30,1,753.0,94,4.0,2,1,1,1,1,1,3.0,1.0,2.0,1,0,5.0,15
33390,74.0,4000.0,3,1,2,,2,0,0,1,xinyxz,,36,4.0,187,31,1,2678893.0,71,4.0,3,1,1,1,1,0,1.0,1.0,1.0,1,0,1.0,18
2245,292.0,1500.0,1,1,3,,1,0,0,0,xygj,3.0,24,3.0,189,28,1,292.0,89,3.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,5.0,18
9278,223.0,3000.0,1,1,1,,1,0,1,0,yuyongjinrong,4.0,22,4.0,131,35,1,223.0,75,4.0,2,1,0,1,0,0,1.0,1.0,2.0,0,0,2.0,13
7640,1296.0,5000.0,6,1,2,,2,0,1,0,sdzj,3.0,25,1.0,134,37,1,1296.0,71,1.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,6.0,13
27210,815.0,3000.0,3,1,2,32.0,1,0,0,0,,3.0,18,3.0,158,26,1,815.0,75,3.0,1,1,0,1,0,0,3.0,1.0,1.0,1,0,,15
7000,532.0,4000.0,1,1,2,,3,0,1,0,,5.0,51,5.0,150,29,1,767.0,76,1.0,1,0,0,1,0,1,2.0,1.0,1.0,1,0,,15
38127,6635.0,5000.0,3,2,2,39.0,1,1,1,0,,3.0,34,3.0,136,24,0,6649.0,75,3.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,,13
26452,662.0,1000.0,1,1,2,,1,0,0,1,tqb,4.0,27,4.0,135,30,0,813.0,77,4.0,1,1,1,1,1,1,1.0,1.0,3.0,1,1,3.0,13
26684,369.0,5000.0,6,1,2,68.0,1,0,0,1,maolidai,2.0,31,2.0,182,27,0,369.0,74,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,1.0,18
31064,365.0,5000.0,3,1,2,,1,0,1,0,rongyitui,2.0,27,2.0,139,37,0,365.0,72,2.0,1,1,1,1,1,1,3.0,1.0,2.0,1,0,3.0,13
38396,600.0,5000.0,3,1,2,113.0,1,0,1,0,tqb,4.0,26,4.0,136,40,0,793.0,65,4.0,4,1,0,1,0,0,3.0,2.0,1.0,1,0,3.0,13
24849,663.0,5000.0,3,1,2,19.0,1,0,1,1,sdzj,3.0,24,1.0,138,24,1,663.0,79,2.0,1,1,0,1,0,0,3.0,1.0,2.0,1,0,6.0,13
23123,655.0,1000.0,3,3,2,,1,0,1,1,yingyongbao,4.0,27,4.0,157,32,1,664.0,80,4.0,2,1,1,1,1,0,1.0,1.0,2.0,1,0,4.0,15
12712,135341.0,1000.0,1,2,2,19.0,1,0,1,1,,3.0,41,3.0,158,25,1,135347.0,95,3.0,1,1,1,1,1,0,1.0,1.0,2.0,0,0,,15
30813,538.0,5000.0,3,3,1,22.0,1,0,1,1,yingyongbao,3.0,36,3.0,185,27,0,546.0,73,3.0,3,1,0,1,0,1,2.0,1.0,1.0,1,0,4.0,18
19016,111748.0,3000.0,6,1,2,88.0,1,0,0,1,xjbka,4.0,49,4.0,138,28,0,111748.0,84,4.0,2,1,0,1,0,1,3.0,1.0,1.0,1,0,4.0,13
25280,536.0,5000.0,3,1,2,11.0,1,0,1,0,sdzj,4.0,32,,135,34,1,537.0,76,4.0,1,1,1,1,1,0,2.0,1.0,2.0,0,0,6.0,13
16647,975.0,1500.0,3,1,2,25.0,1,1,1,0,laijieqian,2.0,45,2.0,188,22,1,975.0,85,2.0,4,1,0,0,0,1,1.0,1.0,1.0,0,1,3.0,18
31108,355.0,1500.0,3,1,2,,1,0,1,0,xjbka,2.0,44,2.0,159,28,1,355.0,73,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,4.0,15
17361,1860786.0,5000.0,6,1,2,,1,0,1,1,sdzj,2.0,44,2.0,139,35,0,1860786.0,85,2.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,6.0,13
19930,3722.0,1500.0,1,1,2,17.0,1,0,1,1,,1.0,18,4.0,183,31,1,3722.0,82,4.0,3,1,1,1,1,0,3.0,1.0,2.0,1,0,,18
10705,59727.0,5000.0,6,1,2,,2,0,1,1,sdzj,3.0,27,2.0,182,35,1,59727.0,73,2.0,2,1,1,1,1,0,3.0,1.0,2.0,1,0,6.0,18
36745,840.0,5000.0,3,1,2,42.0,1,0,0,1,maolidai,2.0,54,2.0,188,22,1,840.0,69,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,1.0,18
2813,467.0,5000.0,6,1,2,,1,0,1,1,wtnsu,2.0,47,2.0,151,27,1,468.0,86,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,1,4.0,15
7124,456.0,3000.0,1,1,2,,1,0,0,0,wtnsu,5.0,31,5.0,187,24,1,456.0,83,5.0,1,1,0,1,0,0,1.0,1.0,2.0,1,0,4.0,18
11094,584.0,1000.0,1,2,1,,2,0,1,1,,2.0,26,1.0,156,30,1,603.0,100,1.0,1,1,0,0,0,0,1.0,1.0,1.0,0,0,,15
35136,408.0,2000.0,3,1,2,,1,0,0,1,51gjj,2.0,25,1.0,159,23,1,408.0,68,2.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,2.0,15
10022,26510.0,1000.0,1,1,2,,2,0,1,1,tqb,3.0,15,3.0,136,23,1,26510.0,65,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,13
8033,544.0,1000.0,3,1,2,,2,0,1,0,wtnsu,2.0,33,2.0,151,23,1,544.0,71,2.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,4.0,15
7600,655.0,1000.0,1,2,2,,2,0,1,0,,1.0,27,1.0,136,32,1,661.0,102,1.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,,13
13172,20905.0,5000.0,6,1,2,61.0,1,0,1,1,sdzj,2.0,22,1.0,182,32,1,20905.0,92,1.0,1,1,0,1,0,0,2.0,1.0,1.0,1,0,6.0,18
24604,48719.0,1000.0,1,1,2,31.0,1,0,1,1,tqb,3.0,52,3.0,150,45,1,48961.0,77,3.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,15
21433,446.0,5000.0,6,1,2,,1,0,1,1,xiaoxinyong,3.0,24,3.0,134,29,1,446.0,80,3.0,1,1,1,1,1,1,3.0,1.0,3.0,1,0,2.0,13
33939,5789.0,1000.0,1,1,3,,1,1,0,0,jiandandaikuan,3.0,39,3.0,181,22,1,6300.0,70,3.0,2,1,0,1,0,1,1.0,4.0,1.0,0,1,2.0,18
13864,59967.0,1000.0,1,1,2,45.0,2,0,0,1,xygj,2.0,29,2.0,134,23,1,2634356.0,121,2.0,4,1,1,1,1,0,2.0,1.0,1.0,1,0,5.0,13
30970,5403.0,1000.0,1,1,2,,2,0,1,0,nalijie,4.0,40,1.0,158,26,1,5403.0,68,1.0,1,1,1,1,1,0,2.0,1.0,2.0,1,0,2.0,15
35868,20570.0,2000.0,3,1,2,108.0,2,0,1,1,sdzj,,27,5.0,150,28,1,2781484.0,68,5.0,4,1,1,1,1,0,3.0,1.0,1.0,1,0,6.0,15
32285,234.0,5000.0,3,1,1,49.0,2,0,1,1,sdzj,,32,1.0,185,26,1,2474831.0,91,1.0,2,1,1,1,1,0,3.0,1.0,2.0,1,0,6.0,18
13825,316.0,1000.0,1,1,1,,1,0,0,1,xygj,3.0,30,3.0,185,23,1,316.0,91,3.0,1,1,0,1,0,1,2.0,1.0,1.0,0,0,5.0,18
27138,476.0,1000.0,1,1,2,,1,0,0,1,tqb,4.0,23,4.0,183,31,0,55914.0,76,4.0,3,1,1,1,1,0,3.0,1.0,1.0,1,0,3.0,18
20274,740.0,2000.0,1,1,2,,1,0,1,1,jieba,1.0,38,1.0,136,37,1,740.0,82,1.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,3.0,13
7877,249.0,3000.0,6,1,1,,1,0,1,0,sdzj,2.0,18,2.0,186,32,1,249.0,86,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,6.0,18
11978,621.0,2000.0,3,1,2,31.0,2,0,1,1,yuyongjinrong,5.0,39,5.0,138,38,1,621.0,65,1.0,1,1,0,1,0,0,1.0,1.0,2.0,1,0,2.0,13
16250,26430.0,5000.0,6,1,2,,1,0,1,0,sdzj,2.0,36,2.0,138,36,1,26431.0,87,2.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,6.0,13
16091,494.0,3000.0,3,1,2,65.0,1,0,1,1,nalijie,3.0,49,1.0,188,27,1,495.0,86,1.0,1,1,0,1,0,0,1.0,1.0,2.0,0,0,2.0,18
23989,990.0,2000.0,6,1,1,42.0,1,0,1,1,sdzj,5.0,33,1.0,155,34,1,990.0,78,5.0,1,1,1,1,1,0,2.0,1.0,1.0,0,1,6.0,15
11878,55.0,2500.0,3,1,1,44.0,1,0,1,0,xygj,2.0,57,2.0,186,24,1,5263799.0,88,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,5.0,18
7760,2751.0,1000.0,1,1,3,,2,0,1,0,sdzj,4.0,27,4.0,180,27,1,2751.0,102,4.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,6.0,18
26308,469.0,1000.0,1,1,2,26.0,1,0,0,0,jiandandaikuan,3.0,15,3.0,183,33,1,861.0,77,1.0,1,1,0,1,0,1,1.0,1.0,2.0,1,0,2.0,18
20834,436.0,5000.0,6,1,2,18.0,1,0,0,0,51gjj,4.0,39,4.0,183,26,1,436.0,83,4.0,1,1,1,1,1,1,2.0,1.0,2.0,1,0,2.0,18
25504,4464.0,1000.0,1,3,2,18.0,1,0,0,1,xiaomi,2.0,21,2.0,151,31,0,4475.0,77,2.0,1,1,0,0,1,0,1.0,1.0,1.0,0,1,1.0,15
13300,903.0,5000.0,6,1,2,26.0,1,0,1,1,jieba,5.0,55,2.0,183,31,1,903.0,93,2.0,1,1,1,1,1,0,2.0,1.0,1.0,1,1,3.0,18
28297,15060.0,2500.0,1,1,2,56.0,1,0,1,0,rongyitui,3.0,36,3.0,159,24,1,15060.0,74,3.0,1,1,1,1,1,1,1.0,1.0,2.0,1,0,3.0,15
26815,10145.0,5000.0,6,1,1,,1,0,1,1,anxinj,3.0,50,3.0,156,26,0,10145.0,98,3.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,3.0,15
28061,482.0,5000.0,2,3,2,,1,0,1,1,_360,4.0,14,4.0,183,26,1,495.0,75,4.0,2,1,1,1,1,0,1.0,1.0,2.0,1,0,1.0,18
11408,1793.0,5000.0,3,1,2,188.0,1,0,1,1,sdzj,3.0,46,3.0,138,44,1,1793.0,96,3.0,2,1,1,1,1,1,3.0,1.0,1.0,1,0,6.0,13
9634,548.0,5000.0,1,1,2,,1,0,1,1,xjbka,5.0,38,5.0,136,35,0,548.0,100,5.0,1,1,1,1,1,1,3.0,1.0,2.0,1,1,4.0,13
11401,443.0,5000.0,6,1,2,,1,1,1,0,51gjj,3.0,44,3.0,187,26,1,443.0,76,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,2.0,18
36442,75.0,2000.0,3,1,2,26.0,2,0,1,1,sdzj,,32,2.0,183,28,1,2869964.0,83,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,6.0,18
29868,748.0,1000.0,1,2,3,87.0,1,0,1,1,,3.0,24,3.0,189,33,1,751.0,73,3.0,1,1,1,1,1,0,1.0,1.0,1.0,0,1,,18
12282,47944.0,5000.0,1,1,2,,1,0,1,1,sdzj,4.0,26,4.0,187,26,1,47944.0,94,4.0,1,1,1,1,1,1,1.0,1.0,2.0,1,0,6.0,18
23475,458.0,2000.0,3,1,2,,1,1,1,0,jiandandaikuan,4.0,39,4.0,182,22,1,657.0,79,4.0,3,1,1,1,1,1,3.0,1.0,1.0,1,0,2.0,18
15178,564.0,1000.0,1,2,2,,1,1,1,0,,4.0,14,4.0,139,33,1,567.0,88,4.0,1,1,1,1,1,0,2.0,1.0,1.0,0,0,,13
1657,557.0,5000.0,6,1,2,,1,1,1,0,xygj,2.0,30,2.0,150,45,1,557.0,122,2.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,5.0,15
13349,461324.0,3000.0,6,1,1,27.0,1,0,1,1,laijieqian,4.0,26,4.0,132,21,0,461324.0,92,4.0,1,1,0,1,0,1,2.0,1.0,1.0,1,0,3.0,13
23891,381.0,3000.0,3,1,2,62.0,1,0,1,1,xygj,5.0,27,5.0,183,32,1,381.0,78,5.0,1,1,0,1,0,0,1.0,1.0,3.0,0,0,5.0,18
9442,1201.0,2000.0,3,1,2,,2,0,1,0,xjbka,3.0,39,3.0,187,24,0,1201.0,68,3.0,1,1,1,1,1,0,3.0,1.0,2.0,0,0,4.0,18
27188,557.0,1000.0,1,1,2,14.0,1,0,0,0,yijiexianjindai,3.0,51,4.0,150,36,0,557.0,75,4.0,1,1,1,1,1,0,3.0,1.0,2.0,1,1,2.0,15
32337,450.0,2000.0,3,1,1,28.0,1,0,1,1,xianjindai,3.0,25,2.0,185,31,1,1241.0,72,2.0,1,1,1,1,1,0,3.0,2.0,1.0,1,0,2.0,18
29192,662.0,5000.0,3,3,3,,1,0,1,1,anzhi,2.0,42,2.0,189,30,1,668.0,73,2.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,1.0,18
37952,578.0,5000.0,6,1,3,,1,0,1,0,xjbka,4.0,33,1.0,189,26,1,578.0,66,4.0,1,1,0,1,0,0,1.0,1.0,1.0,1,0,4.0,18
37012,174021.0,1600.0,6,1,3,,1,0,0,0,xjbka,2.0,36,2.0,189,32,1,174021.0,69,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,1,4.0,18
3288,394.0,5000.0,6,1,2,,1,1,1,0,ryt,2.0,32,2.0,183,22,0,394.0,67,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,18
10472,426.0,3000.0,3,1,2,,1,0,1,1,dwcm,2.0,35,2.0,157,30,1,426.0,69,2.0,4,1,0,1,0,0,1.0,1.0,1.0,1,0,3.0,15
